claims,ipc_main,title,ipc_section,ipc_class,ipc_subclass
"가스터빈 블레이드에 있어서,익형의 블레이드 하우징과,상기 블레이드 하우징의 가장자리로부터 연장형성된 스퀼러팁과,상기 스퀼러팁의 림에 냉각유체를 배출하는 스퀼러팁의 길이방향으로 소정의 길이를 가지는 슬롯형태의 막냉각홀을 적어도 하나 이상 포함하며,상기 막냉각홀과 동일한 측면의 림에 형성되며, 상기 스퀼러팁의 림으로부터 상기 블레이드의 팁 표면 방향으로 돌출되어 막냉각홀에서 배출되는 냉각유체를 가이드하는 복수 개의 가이드월이 형성되고,상기 복수 개의 가이드월 중 일부 또는 전부는 일 측면의 림에서 반대 측면의 림까지 연장 형성되며,리딩 엣지 부근의 가이드월은 단속된 형태를 가지며, 트레일링 엣지 부근의 가이드월은 연속된 형태를 갖는 것을 특징으로 하는 가스터빈 블레이드.",F01D-005/18,가스터빈 블레이드 팁,F,F01,F01D
"블레이드을 냉각하기 위해 상기 블레이드의 표면에 냉각유체를 분사하도록, 상기 블레이드의 내부유로와 연결되며 상기 블레이드 표면에 배치되는 가스홀;상기 블레이드의 표면을 따라 유동하는 작동유체와 상기 가스홀에서 분사되는 냉각유체간의 간섭으로 인해 발생되는 와류와 반대방향의 와류를 형성하여 서로 상충시켜 와류가 완화되도록, 상기 가스홀의 주변부에 배치되는 와류완화수단;을 포함하는 블레이드의 냉각성능 향상 구조.제12항에 있어서,상기 대향핀은 유체의 유동방향을 기준으로 점차 폭 단면적이 증가하는 삼각 기둥 형상인 것을 특징으로 하는 블레이드의 냉각성능 향상 구조.내부에는 냉각유체가 흐르는 내부유로가 형성되며, 표면에는 제1항의 블레이드의 냉각성능 향상 구조가 배치된 블레이드.케이싱;상기 케이싱의 내부에 배치되고 유입된 공기를 압축하는 압축기 섹션;상기 케이싱 내부에서 상기 압축기 섹션과 연결되며 배치되고, 압축된 공기를 연소하는 연소기;상기 케이싱 내부에서 상기 연소기와 연결되며 배치되고, 연소된 공기를 이용하여 동력을 생산하는 터빈 섹션; 및상기 케이싱 내부에서 상기 터빈 섹션과 연결되며 배치되고, 공기를 외부로 배출하는 디퓨져;를 포함하되,상기 압축기 섹션 또는 상기 터빈 섹션에는 제19항의 블레이드가 배치되는 것을 특징으로 하는 가스터빈.",F01D-005/18,블레이드의 냉각성능 향상 구조와 이를 포함하는 블레이드 및 가스터빈,F,F01,F01D
"내부 캐비티를 포함하는 에어포일 형상을 갖는 터빈 블레이드부;상기 터빈 블레이드부의 상부에 배치되는 캐스트 팁; 및상기 캐스트 팁을 상기 터빈 블레이드부에 부착하는 브레이즈 조인트를 포함하고,상기 캐스트 팁에 부착된 터빈 블레이드부의 표면은 상기 터빈 블레이드부에 부착된 상기 캐스트 팁의 표면과 동일한 단면 형상을 갖고,상기 터빈 블레이드부는 상기 내부 캐비티를 복수의 영역으로 구획하는 격벽을 포함하고,상기 터빈 블레이드부는 상기 터빈 블레이드부가 상기 캐스트 팁에 부착되는 표면에 배치된 돌기를 더 포함하고,상기 캐스트 팁은 상기 캐스트 팁이 상기 터빈 블레이드부에 부착되는 표면에 오목부를 포함하고,상기 오목부는 상기 캐스트 팁이 상기 터빈 블레이드부에 부착될 때 상기 터빈 블레이드부의 돌기와 서로 연결되며,상기 돌기와 상기 오목부는, 서로 연결되어 상기 격벽의 일부를 이루는,가스 터빈의 터빈 블레이드.외부로부터 받은 공기를 압축하는 압축기;상기 압축기의 하류에 배치되고, 상기 압축기로부터 공급된 압축 공기를 연료와 혼합하고, 그 혼합물을 일정한 압력에서 연소시켜 높은 에너지의 연소 가스를 생성하는 연소기;터빈 블레이드를 구비하고, 상기 연소기에서 생성된 고온 고압의 연소 가스가 공급되는 터빈; 및상기 압축기와 터빈에 연결되어 상기 터빈에서 발생된 회전력을 상기 압축기에 전달해서, 상기 압축기의 회전을 발생시키는 회전 샤프트를 포함하고,상기 터빈 블레이드는,내부 캐비티를 포함하는 에어포일 형상을 갖는 터빈 블레이드부;상기 터빈 블레이드부의 상부에 배치되는 캐스트 팁; 및상기 캐스트 팁을 상기 터빈 블레이드부에 부착하는 브레이즈 조인트를 포함하고,상기 캐스트 팁에 부착된 터빈 블레이드부의 표면은 상기 터빈 블레이드부에 부착된 상기 캐스트 팁의 표면과 동일한 단면 형상을 갖고,상기 터빈 블레이드부는 상기 내부 캐비티를 복수의 영역으로 구획하는 격벽을 포함하고,상기 터빈 블레이드부는 상기 터빈 블레이드부가 상기 캐스트 팁에 부착되는 표면에 배치된 돌기를 더 포함하고,상기 캐스트 팁은 상기 캐스트 팁이 상기 터빈 블레이드부에 부착되는 표면에 오목부를 포함하고,상기 오목부는 상기 캐스트 팁이 상기 터빈 블레이드부에 부착될 때 상기 터빈 블레이드부의 돌기와 서로 연결되며,상기 돌기와 상기 오목부는, 서로 연결되어 상기 격벽의 일부를 이루는,발전용 가스 터빈.작동 시에 손상된 터빈 블레이드부를 수령하면 터빈 블레이드부로부터 기존의 캐스트 팁을 제거하고;기존의 캐스트 팁이 제거된 상기 터빈 블레이드부의 표면을 가공하고;상기 터빈 블레이드부와 새로운 캐스트 팁을 가열하고;상기 터빈 블레이드부의 일단에 브레이즈 포일을 배치하고;상기 브레이즈 포일에 새로운 캐스트 팁을 배치하면서, 상기 터빈 블레이드부의 표면에 제공된 돌기 및 상기 새로운 캐스트 팁의 표면에 제공된 오목부를 정렬하고;상기 브레이즈 포일에 열을 가하여 조립체를 형성하도록 상기 캐스트 팁과 상기 터빈 블레이드부를 서로 부착하되,상기 터빈 블레이드부는 내부 캐비티와, 상기 내부 캐비티를 복수의 영역으로 구획하는 격벽을 포함하고,상기 캐스트 팁과 상기 터빈 블레이드부가 서로 부착되면, 상기 돌기 및 상기 오목부는 서로 연결되어 상기 격벽의 일부를 이루는,것을 포함하는 캐스트 팁을 교체하는 방법.",F01D-005/18,캐스트 팁을 구비한 가스 터빈의 터빈 블레이드,F,F01,F01D
"내연기관과,상기 내연기관으로부터의 배기가스에 의하여 구동되는 터빈부, 상기 터빈부에 의하여 구동되어 상기 내연기관에 공기를 압송하는 컴프레서부, 및 상기 터빈부의 회전력을 얻어 발전하는 발전부를 가지는 과급기와,상기 내연기관으로부터의 배기가스로부터 열회수함과 함께 기수분리기를 구비한 배기가스 보일러와,상기 기수분리기 내의 수위가 허용수위범위를 하회하면 개방방향으로 제어하고, 또한, 상기 허용수위범위를 상회하면 폐쇄방향으로 제어하도록 상기 배기가스 보일러로 급수되는 수량을 제어하는 급수제어밸브와,상기 배기가스 보일러에서 얻어진 증기에 의하여 구동되는 증기터빈과,상기 증기터빈에 의하여 발전하는 증기터빈발전기와,상기 과급기의 상기 발전부에 의한 발전량의 증감에 따라, 상기 증기터빈발전기에 의한 발전량을 보충하도록 증기터빈으로 유도되는 증기량을 제어하는 증기입구 제어밸브를 구비한 내연기관 시스템으로서,상기 과급기의 상기 발전부에 의한 발전을 정지하는 과급기 발전정지동작, 및 상기 과급기의 상기 발전부에 의한 발전을 개시하는 과급기 발전개시동작 중 하나 이상이 행해질 때에, 상기 기수분리기의 상기 허용수위범위를 확대하는 내연기관 시스템.청구항 1 또는 청구항 2에 기재된 내연기관 시스템을 구비하고 있는 선박.내연기관을 구동하는 공정과,내연기관으로부터의 배기가스에 의하여 터빈부를 구동함과 함께, 상기 터빈부의 구동에 의하여 컴프레서부를 구동함으로써 상기 내연기관에 공기를 압송하는 공정과,상기 터빈부의 회전력을 얻어 과급기에서 발전을 행하는 공정과,기수분리기를 구비한 배기가스 보일러에 급수를 행함과 함께 상기 내연기관으로부터의 배기가스와 열교환을 행함으로써 증기를 발생시키는 공정과,상기 열교환에 의하여 발생한 증기에 의하여 증기터빈을 구동하여, 발전을 행하는 공정을 구비한 내연기관 시스템의 운전방법에 있어서,상기 기수분리기 내의 수위가 허용수위범위를 하회하면 급수를 개시하고, 또한, 상기 허용수위범위를 상회하면 급수를 정지하는 공정과,상기 과급기에 의한 발전량의 증감에 따라, 상기 증기터빈에 의한 발전량을 제어하는 공정과,상기 과급기에 의한 발전을 정지하는 과급기 발전정지동작, 및 상기 과급기에 의한 발전을 개시하는 과급기 발전개시동작 중 하나 이상이 행해질 때에, 상기 기수분리기의 상기 허용수위범위를 확대하는 공정을 구비한 내연기관 시스템의 운전방법.",F01K-023/10,내연기관 시스템 및 이를 구비한 선박 및 내연기관 시스템의 운전방법,F,F01,F01K
"압축기와 연소기를 갖는 가스 터빈과,공기극 및 연료극을 갖는 연료 전지와,상기 연료 전지와 상기 연소기를 접속하는 라인과,상기 가스 터빈에서 배출된 배(排) 가스에서 열을 회수하여 증기를 생성하고, 생성된 증기를 증기 터빈에 공급하는 배(排) 열 회수 보일러와,상기 라인에 마련되고, 상기 연료 전지로부터 상기 연소기에 공급되는 매체와 상기 배 열 회수 보일러로부터 상기 증기 터빈에 공급되는 증기의 열교환에 의해 해당 증기를 승온시키는 열교환기를 갖는 것을 특징으로 하는 발전 시스템.압축기와 연소기를 갖는 가스 터빈과,공기극 및 연료극을 갖는 연료 전지와,상기 연료 전지와 상기 연소기를 접속하는 라인과,상기 가스 터빈에서 배출된 배 가스에서 열을 회수하여 증기를 생성하고, 생성된 증기를 증기 터빈에 공급하는 배 열 회수 보일러와,상기 라인에 마련된 열교환기를 갖는 발전 시스템의 운전 방법으로서,상기 연료 전지로부터 상기 연소기에 공급되는 매체와 상기 배 열 회수 보일러로부터 상기 증기 터빈에 공급되는 증기의 열교환에 의해 해당 증기를 승온시키는 공정을 갖는것을 특징으로 하는 발전 시스템의 운전 방법.",F01K-023/10,발전 시스템 및 발전 시스템의 운전 방법,F,F01,F01K
"폐열 보일러(11)를 포함하는 발전소(1)이며, 열 에너지를 생성하기 위한 보조 버너(15, 16)가 폐열 보일러(11) 내에 배열되는 발전소에 있어서, 가스 터빈(3)을 구비하며, 가스 터빈(3)은 보조 버너(15, 16)를 위해 요구되는 공기 유량이 가스 터빈(3)으로부터 접속 가능하도록 구성되며, 가스 터빈(3)은 연료 공급 없이 작동되며, 발전소(1)는 기동-인버터를 더 포함하며, 구동은 기동-인버터를 통해 수행되고,폐열 보일러(11)로부터의 증기가 유동 가능한 증기 터빈(2)을 구비하며, 폐열 보일러(11)는 고압 드럼(12)을 포함하며, 고압 드럼(12) 후방에는 고압-압력 유지 밸브(29)가 배열되고,폐열 보일러(11)는 중압 드럼(13)을 포함하며, 중압 드럼(13) 후방에는 중압-압력 유지 밸브(30)가 배열되고,증기 터빈의 바로 전방의 터빈 밸브(18, 19)는 완전히 개방되고, 고압-압력 유지 밸브(29)와 중압-압력 유지 밸브(30)는 증발기 내의 압력을 정격 압력의 40% 내지 100% 사이의 고정압으로 유지하는 것을 특징으로 하는, 발전소(1).복합 화력 발전소(1) 작동 방법이며, 폐열 보일러(11) 내에는 보조 버너(15, 16)가 배열되며, 보조 버너에는 가스 터빈(3)으로부터의 2차 공기가 공급되는 복합 화력 발전소 작동 방법에 있어서, 가스 터빈(3)은 연료 공급 없이 작동되며, 구동은 기동-인버터를 통해 수행되고,고압-부분 터빈(4)에는 폐열 보일러(11) 내의 고압 드럼(12)을 통해 생증기가 공급되며, 고압 드럼(12) 후방에는 고압-압력 유지 밸브(29)가 배열되고,중압-부분 터빈(5)에는 폐열 보일러(11) 내의 중압 드럼(13)을 통해 중압 증기가 공급되며, 중압 드럼(13) 후방에는 중압-압력 유지 밸브(30)가 배열되고,고압-부분 터빈(4) 전방에는 고압 밸브들(18, 19)가 배열되며, 고압 밸브는 완전히 개방되고, 고압-압력 유지 밸브(29)와 중압-압력 유지 밸브(30)는 폐열 보일러(11) 내의 압력이 정격 압력의 40% 내지 100% 사이의 고정압으로 유지되도록 작동되는 것을 특징으로 하는, 복합 화력 발전소 작동 방법.",F01K-023/10,복합 화력 발전소 작동 방법,F,F01,F01K
"복합 사이클 이중 밀폐 루프 발전 시스템(combined cycle dual closed loop electric generating system)으로서, 상기 시스템은,연소챔버(combustion chamber), 컴프레서, 제1펌프, 제1구동샤프트, 가스터빈 및 제1발전기를 포함하는 가스터빈 조립체(gas turbine assembly);제2펌프, 제2구동샤프트, 스팀터빈 및 제2발전기를 포함하는 스팀터빈 조립체;작동유체(working fluid)의 제1부분(first portion)을 유지하고 이송할 수 있는 가스터빈 루프;상기 작동유체의 제2부분을 유지하고 이송할 수 있는 스팀터빈 루프;상기 가스터빈 루프 및 상기 스팀터빈 루프를 포함하는 2개의 밀폐 루프들;전해조(electrolyzer)를 포함하며;상기 작동유체는 상기 2개의 밀폐 루프들 내 여러 스테이지들(different stages)에서 액체 및 증기(vapor)를 포함하며;상기 작동유체의 상기 제1부분은 상기 가스터빈 조립체 및 제1열교환기를 통해 순환하며;상기 작동유체의 상기 제2부분은 상기 스팀터빈 조립체 및 상기 제1열교환기를 통해 순환하며;상기 제1열교환기는 상기 가스터빈 루프로부터 제1열에너지를 상기 스팀터빈 루프로 전달하며;상기 가스터빈 조립체는 H2 및 O2를 연소시켜 상기 가스터빈을 작동시키고 상기 제1발전기를 구동시킴으로써 전기 아웃풋(electric output)의 제1부분을 발생시키며;상기 스팀터빈 조립체는 상기 제1열에너지를 상기 스팀터빈에 전달하고 상기 제2발전기를 구동시킴으로써 상기 전기 아웃풋의 제2부분을 발생시키며;상기 가스터빈 루프는, 상기 가스터빈 조립체로부터 상기 제1열교환기로 제1작동유체를 운반하는 제1도관(conduit), 상기 제1열교환기로부터 분리기 조립체(separator assembly)로 제2작동유체를 운반하는 제2도관, 상기 분리기 조립체로부터 상기 가스터빈 조립체로 제3작동유체를 운반하는 제3도관, 및 상기 분리기 조립체로부터 상기 가스터빈 조립체로 제4작동유체를 운반하는 제4도관을 포함하며;상기 제1작동유체는 상기 가스터빈 조립체로부터의 배출물(exhaust)을 포함하며;상기 제3작동유체는 증기를 포함하며;상기 제4작동유체는 액체를 포함하며;상기 제4도관은, 상기 제4도관을 통하는 상기 제4작동유체의 유량을 조절할 수 있는 상기 제1펌프를 포함하며;상기 분리기 조립체는 상기 제2작동유체를, 상기 제3작동유체를 포함하는 증기 부분, 및 상기 제4작동유체를 포함하는 액체 부분으로 분리시킬 수 있으며;상기 스팀터빈 루프는, 상기 스팀터빈 조립체로부터 상기 제1열교환기로 제5작동유체를 이송하는 제5도관, 및 상기 제1열교환기로부터 상기 스팀터빈 조립체로 제6작동유체를 이송하는 제6도관을 포함하며;상기 제5작동유체는 상기 스팀터빈 조립체로부터의 배출물을 포함하며;상기 제1열교환기는, 상기 제6작동유체가 상기 스팀터빈 조립체로 다시 이송되기 전에 상기 제6작동유체를 가열시킬 수 있으며;상기 제2 펌프는 상기 제5도관 상에 위치하고, 상기 스팀터빈 조립체로부터 제1열교환기로 가는 상기 제5작동유체의 유량을 조절할 수 있으며;상기 전해조는 상기 H2 및 상기 O2를 발생시키며;상기 작동유체의 상기 제1부분은 제1작동유체, 제2작동유체, 제3작동유체 및 제4작동유체를 포함하며;상기 작동유체의 상기 제2부분은 제5작동유체, 제12작동유체, 제6작동유체 및 제14작동유체를 포함하며;상기 제1작동유체는 상기 가스터빈 조립체로부터 상기 제1열교환기로 흐르며;상기 제2작동유체는 상기 제1열교환기로부터 제2열교환기로 흐르며;상기 제2열교환기로부터 제8작동유체가 분리기로 흐르며;상기 제4작동유체 및 상기 제3작동유체는 상기 분리기로부터 상기 가스터빈 조립체로 흐르며;상기 제5작동유체는 상기 스팀터빈 조립체로부터 콘덴서 조립체(condenser assembly)로 흐르며;상기 제12작동유체는 상기 콘덴서 조립체로부터 상기 제1열교환기로 흐르며;상기 제6작동유체는 상기 제1열교환기로부터 보일러로 흐르며;상기 제14작동유체는 상기 보일러로부터 상기 스팀터빈 조립체로 흐르는 것을 특징으로 하는 시스템.복합 사이클 이중 밀폐 루프 발전 시스템으로서, 상기 시스템은,연소챔버, 컴프레서, 제1펌프, 제1구동샤프트, 가스터빈 및 제1발전기를 포함하는 가스터빈 조립체;제2펌프, 제2구동샤프트, 스팀터빈 및 제2발전기를 포함하는 스팀터빈 조립체;작동유체의 제1부분을 유지하고 이송할 수 있는 가스터빈 루프;상기 작동유체의 제2부분을 유지하고 이송할 수 있는 스팀터빈 루프;상기 가스터빈 루프 및 상기 스팀터빈 루프를 포함하는 2개의 밀폐 루프들을 포함하며;상기 작동유체는 상기 2개의 밀폐 루프들 내 여러 스테이지들에서 액체 및 증기를 포함하며;상기 작동유체의 상기 제1부분은 상기 가스터빈 조립체 및 제1열교환기를 통해 순환하며;상기 작동유체의 상기 제2부분은 상기 스팀터빈 조립체 및 상기 제1열교환기를 통해 순환하며;상기 제1열교환기는 상기 가스터빈 루프로부터 제1열에너지를 상기 스팀터빈 루프로 전달하며;상기 가스터빈 조립체는 H2 및 O2를 연소시켜 상기 가스터빈을 작동시키고 상기 제1발전기를 구동시킴으로써 전기 아웃풋의 제1부분을 발생시키며;상기 스팀터빈 조립체는 상기 제1열에너지를 상기 스팀터빈에 전달하고 상기 제2발전기를 구동시킴으로써 상기 전기 아웃풋의 제2부분을 발생시키는데,상기 가스터빈 루프는, 상기 가스터빈 조립체로부터 상기 제1열교환기로 제1작동유체를 운반하는 제1도관, 상기 제1열교환기로부터 분리기 조립체로 제2작동유체를 운반하는 제2도관, 상기 분리기 조립체로부터 상기 가스터빈 조립체로 제3작동유체를 운반하는 제3도관, 및 상기 분리기 조립체로부터 상기 가스터빈 조립체로 제4작동유체를 운반하는 제4도관을 포함하며;상기 제1작동유체는 상기 가스터빈 조립체로부터의 배출물을 포함하며;상기 제3작동유체는 증기를 포함하며;상기 제4작동유체는 액체를 포함하며;상기 제4도관은, 상기 제4도관을 통하는 상기 제4작동유체의 유량을 조절할 수 있는 상기 제1펌프를 포함하며;상기 분리기 조립체는 상기 제2작동유체를, 상기 제3작동유체를 포함하는 증기 부분, 및 상기 제4작동유체를 포함하는 액체 부분으로 분리시킬 수 있는 것을 특징으로 하는 시스템복합 사이클 이중 밀폐 루프 발전 시스템을 사용하는 방법으로서, 상기 방법은,H2 및 O2의 일부를 연소시켜 가스터빈 조립체로 전기 아웃풋의 제1부분을 발생시키는 단계;가스터빈 루프를 통해 작동유체의 제1부분을 순환시키고, 스팀터빈 루프를 통해 상기 작동유체의 제2부분을 순환시키는 단계;제1열교환기를 이용하여, 상기 가스터빈 루프로부터의 제1열에너지로 상기 스팀터빈 루프를 가열시키는 단계; 상기 작동유체의 상기 제2부분을 스팀터빈 조립체 내로 이송시키는 단계; 및상기 스팀터빈 조립체로 상기 전기 아웃풋의 제2부분을 발생시키는 단계를 포함하며;상기 가스터빈 조립체는 연소챔버, 컴프레서, 제1펌프, 제1구동샤프트, 가스터빈 및 제1발전기를 포함하며;상기 스팀터빈 조립체는 제2펌프, 제2구동샤프트, 스팀터빈 및 제2발전기를 포함하며;상기 가스터빈 루프는 작동유체의 제1부분을 유지하고 이송할 수 있으며;상기 스팀터빈 루프는 상기 작동유체의 제2부분을 유지하고 이송할 수 있으며;2개의 밀폐 루프들은 상기 가스터빈 루프 및 상기 스팀터빈 루프를 포함하며;상기 작동유체는 상기 2개의 밀폐 루프들 내 여러 스테이지들에서 액체 및 증기를 포함하며;상기 작동유체의 상기 제1부분은 상기 가스터빈 조립체 및 제1열교환기를 통해 순환하며;상기 작동유체의 상기 제2부분은 상기 스팀터빈 조립체 및 상기 제1열교환기를 통해 순환하며;상기 제1열교환기는 상기 가스터빈 루프로부터 상기 제1열에너지를 상기 스팀터빈 루프로 전달하며,상기 가스터빈 루프는, 가스터빈 조립체로부터 상기 제1열교환기로 제1작동유체를 운반하는 제1도관, 상기 제1열교환기로부터 분리기 조립체로 제2작동유체를 운반하는 제2도관, 분리기 조립체로부터 상기 가스터빈 조립체로 제3작동유체를 운반하는 제3도관, 및 상기 분리기 조립체로부터 상기 가스터빈 조립체로 제4작동유체를 운반하는 제4도관을 포함하며;상기 제1작동유체는 상기 가스터빈 조립체로부터의 배출물을 포함하며;상기 제3작동유체는 증기를 포함하며;상기 제4작동유체는 액체를 포함하며;상기 제4도관은, 상기 제4도관을 통하는 상기 제4작동유체의 유량을 조절할 수 있는 상기 제1펌프를 포함하며;상기 분리기 조립체는 상기 제2작동유체를, 상기 제3작동유체를 포함하는 증기 부분, 및 상기 제4작동유체를 포함하는 액체 부분으로 분리시킬 수 있는 것을 특징으로 하는 방법.",F01K-023/10,2개의 밀폐된 루프들 내에서 작동하는 시스템,F,F01,F01K
"가스 터빈의 배기 가스 유동(S)으로부터 증기 터빈을 위한 중간 과열기 증기(HZU)와 생증기(D) 중 적어도 하나의 생성을 위한 열 교환기 단(10 내지 15)을 갖는 폐열 증기 발생기를 포함하는 발전소의 신축적인 운전을 위한 방법이며, 폐열 증기 발생기의 연도 가스 채널(R) 내에서 열 교환기 단(10 내지 15) 영역 내에 보조 연소부(F)가 배열되는, 발전소의 신축적 운전 방법에 있어서, 생증기(D)와 중간 과열기 증기(HZU) 중 적어도 하나의 조절을 위해, 하나 이상의 분무식 냉각 장치(20 내지 23)가 보조 연소부(F)의 사용 즉시 작동되고,보조 연소부(F)의 사용 시에, 생증기(D) 또는 가열된 중간 과열기 증기(HZU)의 온도 목표값이 정확하게, 보조 연소부(F)의 스위치 온 이전에 실제 측정된 생증기(D)의 온도 또는 중간 과열기 증기(HZU)의 온도로 설정되는 것을 특징으로 하는, 발전소의 신축적 운전 방법.",F01K-023/10,발전소의 신축적인 운전 방법,F,F01,F01K
"흡기 경로에 제1 컴프레서부 및 제2 컴프레서부가 마련된 엔진으로서,제1 컴프레서부에서 가압된 흡기를 인터쿨러에서 냉각하여 제2 컴프레서부에 공급함과 함께, 제2 컴프레서부에서 가압된 흡기를 상기 인터쿨러에서 냉각하도록 구성되는 엔진.",F02B-029/04,엔진,F,F02,F02B
"내부에 연소실이 형성되는 실린더와,상기 실린더 내를 슬라이딩하는 피스톤과,상기 실린더에 있어서의 상기 피스톤의 스트로크 방향의 일단부측에 상기 실린더의 전 둘레에 걸쳐 이격되어 설치되고, 상기 피스톤의 슬라이딩 동작에 따라 상기 연소실로 활성 가스를 흡입하는 복수의 소기 포트와,분사구가 상기 실린더의 외측에 위치하고, 상기 소기 포트로 흡입되는 활성 가스에 연료 가스를 분사하는 연료 분사부를 구비하며,상기 연료 분사부는, 상기 실린더의 외주면에 환상으로 마련되며, 상기 복수의 소기 포트를 사이에 둔 상태로 대향 배치된 한 쌍의 혼합관과,상기 한 쌍의 혼합관 사이를 건너지르도록, 그리고, 상기 복수의 소기 포트 사이의 격벽에 대향하는 위치에 설치된 복수의 유통관을 구비하며,상기 분사구는 상기 복수의 유통관에 마련되는 유니플로 소기식 2사이클 엔진.",F02B-025/04,유니플로 소기식 2사이클 엔진,F,F02,F02B
"실린더를 포함하고 출구 밸브를 구비하는 특히 유니플로-소기식 (uniflow-scavenged) 이중 연료 2행정 대형 디젤 기관인 왕복 피스톤 내연 기관을 작동시키기 위한 저부하 작동 방법으로서, 상기 실린더 내에는, 피스톤이 각각 0°또는 360°의 크랭크각에 상응하는 상사점과 180°의 크랭크각에 상응하는 하사점 사이에서 전후로 이동가능하게 배치되고, 상기 출구 밸브는 유압 매체에 의해 미리 정해진 개구 압력에서 밸브 유압 시스템을 통해 유압식으로 작동가능하고, 최대 기관 부하의 0% 내지 25% 의 저부하 범위 내에서, 상기 내연 기관은 가스 모드로 작동되고, 상기 내연 기관의 배기 밸브를 개방하기 위한 크랭크각이 상기 최대 기관 부하의 25% 초과의 부하 범위에서 배기 밸브를 개방하기 위한 노멀 크랭크각으로부터 15°내지 90°의 값으로 감소되는, 저부하 작동 방법.특히 유니플로-소기식 이중 연료 2행정 대형 디젤 기관인 왕복 피스톤 내연 기관의 기관 제어 시스템에서 실행되기 위한 그리고 제 1 항 내지 제 13 항 중 어느 한 항에 따른 저부하 작동 모드로 내연 기관을 작동시키기 위한 컴퓨터 프로그램 제품.제 1 항 내지 제 13 항 중 어느 한 항에 따른 저부하 작동 모드로 내연 기관을 작동시키기 위한 제 14 항에 따른 컴퓨터 프로그램 제품을 구비하는 기관 제어 시스템을 포함하는 특히 유니플로-소기식 이중 연료 2행정 대형 디젤 기관인 왕복 피스톤 내연 기관.",F02B-025/04,"왕복 피스톤 내연 기관을 작동시키기 위한 저부하 작동 방법, 컴퓨터 프로그램 제품, 및 왕복 피스톤 내연 기관",F,F02,F02B
"내부에 연소실이 형성되는 실린더;상기 실린더 내를 슬라이딩하는 피스톤;상기 실린더에서 상기 피스톤의 스트로크 방향 일단부측의 내주면에 설치되고, 상기 피스톤의 슬라이딩 동작에 따라 상기 연소실에 활성 가스를 흡입하는 소기 포트;상기 소기 포트로부터 상기 연소실로 흡입된 활성 가스에 연료 가스를 분사하여 예혼합 가스를 생성하는 연료 분사 밸브;상기 실린더에서 상기 피스톤의 스트로크 방향의 타단부에 설치된 배기 포트;상기 배기 포트를 개폐하는 배기 밸브; 및상기 배기 밸브를 완전 개방 위치로부터 완전 폐쇄 위치로 변이시키는 시간이, 상기 배기 밸브를 완전 폐쇄 위치로부터 완전 개방 위치로 변이시키는 시간보다 길어지도록 개폐시키는 배기 밸브 구동 기구;를 구비하며,상기 배기 밸브 구동 기구는, 상기 연료 분사 밸브로부터 연료 가스가 분사 개시됨과 동시에, 혹은 상기 연료 가스가 분사 개시된 후에 상기 배기 밸브를 완전 개방 위치로부터 완전 폐쇄 위치로 변이 개시시키는 단류 소기식 2사이클 엔진.",F02B-025/04,단류 소기식 2사이클 엔진,F,F02,F02B
"엔진의 배기가스를 구동력으로 흡인되는 외기를 압축시키는 터보차저에 의해 승온된 압축흡기의 냉각을 위해 사용되고,상기 엔진의 흡기부와 상기 터보차저를 연통시키는 흡기관의 일측에 연통되도록 설치되어 외기와의 접촉면적증대를 통해 압축흡기를 냉각시키는 인터쿨러; 및상기 터보차저와 상기 인터쿨러 사이의 상기 흡기관과 연통되도록 설치된 상태에서 상기 흡기관 내로 냉각수를 직분사하여 압축흡기를 냉각시키는 워터직분사장치를 포함하고,상기 워터직분사장치는,냉각수를 저장하는 워터탱크; 냉각수공급관을 통해 상기 워터탱크로부터 냉각수를 제공받아 상기 흡기관과 연통된 노즐부를 통해 냉각수를 무화상태로 직분사하는 인젝션부; 및 상기 워터탱크와 상기 인젝션부 사이에 구비되어 냉각수를 상기 인젝션부로 펌핑하는 펌프를 포함하고,상기 워터탱크는, 외주면을 따라 방열핀 형태의 요철부가 다수 개로 형성된 탱크형상으로 이루어지고, 상기 워터탱크의 일측에는, 상기 워터탱크 내의 냉각수에 산소를 제공하는 산소발생기가 더 구비되고,상기 냉각수공급관은, 자동차용 공조장치(HVAC) 중 냉매출력관의 외주면을 따라 나선 형태로 감겨 설치되는 것을 특징으로 하는 터보차저의 압축흡기 냉각시스템.",F02B-029/04,터보차저의 압축흡기 냉각시스템,F,F02,F02B
"운전자에 의해 요구되는 엔진출력값을 입력받는 입력단계;휴지실린더수의 감소를 위한 감소기준값과, 감소한 휴지실린더수의 증가를 위한 증가기준값을 히스테리시스구간을 두어 설정하고, 상기 엔진출력값이 감소기준값 또는 증가기준값에 도달시 CDA모드를 전환하여 제어하는 CDA제어단계;를 포함하는 가변 실린더 엔진의 제어방법.",F02D-017/02,가변 실린더 엔진의 제어방법,F,F02,F02D
